Customer,ID,Anker SKU,PDT,Forecast Type,Quarter,Week,Forecast - Units,Forecast Revenue,Delta Units,Delta Revenue,Gap Flag,IsCurrentQ,,,
WM,657,A2662111,Essential,Constrained,Q4 2025,202550,"1,026","$15,390.00",0.00,$0.00,,FALSE,657A2662111,15,Fresh Week 35
WM,657,A2662111,Essential,Unconstrained,Q4 2025,202550,"1,026","$15,390.00",0.00,$0.00,,FALSE,657A2662111,15,Fresh Week 35
WM,657,A2662111,Essential,Constrained,Q4 2025,202551,999,"$14,985.00",0.00,$0.00,,FALSE,657A2662111,15,Fresh Week 35
WM,657,A2662111,Essential,Unconstrained,Q4 2025,202551,999,"$14,985.00",0.00,$0.00,,FALSE,657A2662111,15,Fresh Week 35
WM,657,A2662111,Essential,Constrained,Q4 2025,202552,794,"$11,910.00",0.00,$0.00,,FALSE,657A2662111,15,Fresh Week 35
WM,657,A2662111,Essential,Unconstrained,Q4 2025,202552,794,"$11,910.00",0.00,$0.00,,FALSE,657A2662111,15,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q3 2025,202536,"1,008","$8,245.44",0.00,$0.00,,TRUE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q3 2025,202536,"1,008","$8,245.44",0.00,$0.00,,TRUE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q3 2025,202537,"1,743","$14,257.74",0.00,$0.00,,TRUE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q3 2025,202537,"1,743","$14,257.74",0.00,$0.00,,TRUE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q3 2025,202538,"1,928","$15,771.04",0.00,$0.00,,TRUE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q3 2025,202538,"1,928","$15,771.04",0.00,$0.00,,TRUE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q3 2025,202539,"1,928","$15,771.04",0.00,$0.00,,TRUE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q3 2025,202539,"1,928","$15,771.04",0.00,$0.00,,TRUE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202540,"1,836","$15,018.48",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202540,"1,836","$15,018.48",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202541,"1,787","$14,617.66",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202541,"1,787","$14,617.66",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202542,"1,771","$14,486.78",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202542,"1,771","$14,486.78",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202543,"1,797","$14,699.46",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202543,"1,797","$14,699.46",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202544,"1,783","$14,584.94",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202544,"1,783","$14,584.94",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202545,"1,715","$14,028.70",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202545,"1,715","$14,028.70",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202546,"1,808","$14,789.44",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202546,"1,808","$14,789.44",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202547,"1,799","$14,715.82",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202547,"1,799","$14,715.82",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202548,"1,867","$15,272.06",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202548,"1,867","$15,272.06",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202549,"2,083","$17,038.94",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202549,"2,083","$17,038.94",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202550,"3,119","$25,513.42",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202550,"3,119","$25,513.42",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202551,"2,181","$17,840.58",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202551,"2,181","$17,840.58",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Constrained,Q4 2025,202552,"1,868","$15,280.24",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2727H41-1,Wireless,Unconstrained,Q4 2025,202552,"1,868","$15,280.24",0.00,$0.00,,FALSE,657A2727H41-1,8.18,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q3 2025,202536,540,"$6,528.60",0.00,$0.00,,TRUE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q3 2025,202536,540,"$6,528.60",0.00,$0.00,,TRUE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q3 2025,202537,"1,853","$22,402.77",0.00,$0.00,,TRUE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q3 2025,202537,"1,853","$22,402.77",0.00,$0.00,,TRUE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q3 2025,202538,"2,050","$24,784.50",0.00,$0.00,,TRUE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q3 2025,202538,"2,050","$24,784.50",0.00,$0.00,,TRUE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q3 2025,202539,"2,050","$24,784.50",0.00,$0.00,,TRUE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q3 2025,202539,"2,050","$24,784.50",0.00,$0.00,,TRUE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202540,"1,952","$23,599.68",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202540,"1,952","$23,599.68",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202541,"1,900","$22,971.00",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202541,"1,900","$22,971.00",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202542,"1,883","$22,765.47",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202542,"1,883","$22,765.47",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202543,"1,911","$23,103.99",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202543,"1,911","$23,103.99",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202544,"1,895","$22,910.55",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202544,"1,895","$22,910.55",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202545,"1,824","$22,052.16",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202545,"1,824","$22,052.16",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202546,"1,922","$23,236.98",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202546,"1,922","$23,236.98",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202547,"1,913","$23,128.17",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202547,"1,913","$23,128.17",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202548,"1,985","$23,998.65",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202548,"1,985","$23,998.65",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202549,"2,215","$26,779.35",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202549,"2,215","$26,779.35",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202550,"3,316","$40,090.44",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202550,"3,316","$40,090.44",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202551,"2,319","$28,036.71",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202551,"2,319","$28,036.71",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Constrained,Q4 2025,202552,"1,986","$24,010.74",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A2732HF1-1,Wireless,Unconstrained,Q4 2025,202552,"1,986","$24,010.74",0.00,$0.00,,FALSE,657A2732HF1-1,12.09,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q3 2025,202536,156,"$4,748.64",0.00,$0.00,,TRUE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q3 2025,202536,156,"$4,748.64",0.00,$0.00,,TRUE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q3 2025,202537,464,"$14,124.16",0.00,$0.00,,TRUE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q3 2025,202537,464,"$14,124.16",0.00,$0.00,,TRUE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q3 2025,202538,464,"$14,124.16",0.00,$0.00,,TRUE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q3 2025,202538,464,"$14,124.16",0.00,$0.00,,TRUE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q3 2025,202539,548,"$16,681.12",0.00,$0.00,,TRUE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q3 2025,202539,548,"$16,681.12",0.00,$0.00,,TRUE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202540,587,"$17,868.28",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202540,587,"$17,868.28",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202541,631,"$19,207.64",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202541,631,"$19,207.64",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202542,503,"$15,311.32",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202542,503,"$15,311.32",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202543,392,"$11,932.48",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202543,392,"$11,932.48",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202544,357,"$10,867.08",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202544,357,"$10,867.08",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202545,302,"$9,192.88",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202545,302,"$9,192.88",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202546,280,"$8,523.20",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202546,280,"$8,523.20",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202547,327,"$9,953.88",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202547,327,"$9,953.88",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202548,320,"$9,740.80",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202548,320,"$9,740.80",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202549,312,"$9,497.28",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202549,312,"$9,497.28",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202550,469,"$14,276.36",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202550,469,"$14,276.36",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202551,404,"$12,297.76",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202551,404,"$12,297.76",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Constrained,Q4 2025,202552,397,"$12,084.68",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A3520H22-1,Data New Accessories,Unconstrained,Q4 2025,202552,397,"$12,084.68",0.00,$0.00,,FALSE,657A3520H22-1,30.44,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q3 2025,202536,426,"$4,899.00",0.00,$0.00,,TRUE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q3 2025,202536,426,"$4,899.00",0.00,$0.00,,TRUE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q3 2025,202537,767,"$8,820.50",0.00,$0.00,,TRUE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q3 2025,202537,767,"$8,820.50",0.00,$0.00,,TRUE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q3 2025,202538,768,"$8,832.00",0.00,$0.00,,TRUE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q3 2025,202538,768,"$8,832.00",0.00,$0.00,,TRUE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q3 2025,202539,907,"$10,430.50",0.00,$0.00,,TRUE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q3 2025,202539,907,"$10,430.50",0.00,$0.00,,TRUE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202540,971,"$11,166.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202540,971,"$11,166.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202541,"1,044","$12,006.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202541,"1,044","$12,006.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202542,832,"$9,568.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202542,832,"$9,568.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202543,648,"$7,452.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202543,648,"$7,452.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202544,591,"$6,796.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202544,591,"$6,796.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202545,500,"$5,750.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202545,500,"$5,750.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202546,464,"$5,336.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202546,464,"$5,336.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202547,541,"$6,221.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202547,541,"$6,221.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202548,529,"$6,083.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202548,529,"$6,083.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202549,516,"$5,934.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202549,516,"$5,934.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202550,776,"$8,924.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202550,776,"$8,924.00",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202551,669,"$7,693.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202551,669,"$7,693.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Constrained,Q4 2025,202552,657,"$7,555.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J11,Data New Accessories,Unconstrained,Q4 2025,202552,657,"$7,555.50",0.00,$0.00,,FALSE,657A7726J11,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q3 2025,202536,"1,302","$14,973.00",0.00,$0.00,,TRUE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q3 2025,202536,"1,302","$14,973.00",0.00,$0.00,,TRUE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q3 2025,202537,"1,734","$19,941.00",0.00,$0.00,,TRUE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q3 2025,202537,"1,734","$19,941.00",0.00,$0.00,,TRUE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q3 2025,202538,"1,736","$19,964.00",0.00,$0.00,,TRUE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q3 2025,202538,"1,736","$19,964.00",0.00,$0.00,,TRUE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q3 2025,202539,"2,049","$23,563.50",0.00,$0.00,,TRUE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q3 2025,202539,"2,049","$23,563.50",0.00,$0.00,,TRUE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q4 2025,202540,"2,195","$25,242.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q4 2025,202540,"2,195","$25,242.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q4 2025,202541,"2,358","$27,117.00",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q4 2025,202541,"2,358","$27,117.00",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q4 2025,202542,"1,879","$21,608.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q4 2025,202542,"1,879","$21,608.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q4 2025,202543,"1,465","$16,847.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q4 2025,202543,"1,465","$16,847.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q4 2025,202544,"1,335","$15,352.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q4 2025,202544,"1,335","$15,352.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q4 2025,202545,"1,130","$12,995.00",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q4 2025,202545,"1,130","$12,995.00",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q4 2025,202546,"1,048","$12,052.00",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q4 2025,202546,"1,048","$12,052.00",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q4 2025,202547,"1,223","$14,064.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q4 2025,202547,"1,223","$14,064.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Constrained,Q4 2025,202548,"1,195","$13,742.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
WM,657,A7726J21,Data New Accessories,Unconstrained,Q4 2025,202548,"1,195","$13,742.50",0.00,$0.00,,FALSE,657A7726J21,11.5,Fresh Week 35
